latitude,longitude,frequency
42.258,-71.138,550
42.342,-71.145,57
42.355000000000004,-71.074,3663
42.333,-71.2,23
42.457,-70.971,3
42.339,-71.125,49
42.355000000000004,-71.055,395
42.59,-71.278,1
42.293,-71.147,388
42.423,-71.01,16
42.364000000000004,-71.065,303
42.331,-71.19,3
42.331,-71.02,46
42.323,-71.353,11
42.342,-71.066,12
42.408,-71.149,32
42.301,-71.08800000000001,553
42.33,-71.116,12
42.269,-71.22,3
42.303000000000004,-71.206,1
42.244,-71.134,176
42.219,-71.027,1
42.304,-71.08800000000001,10
42.316,-71.269,21
42.421,-71.167,17
42.361000000000004,-71.112,29
42.37,-71.126,1
42.375,-71.055,60
42.357,-71.135,12
42.422000000000004,-71.042,10
42.27,-71.069,369
42.441,-71.068,3
42.292,-71.058,1
42.385,-71.09100000000001,1
42.351,-71.06,528
42.356,-71.13,60
42.317,-71.269,8
42.327,-71.095,27
42.332,-71.129,31
42.325,-71.21000000000001,1
42.364000000000004,-71.078,243
42.378,-71.22500000000001,20
42.355000000000004,-71.148,84
42.359,-71.09400000000001,170
42.378,-71.063,24
42.335,-71.043,79
42.271,-71.104,401
42.4,-71.116,19
42.332,-71.039,34
42.354,-71.12,8
42.337,-71.175,15
42.352000000000004,-71.14,110
42.374,-71.115,92
42.362,-71.092,81
42.347,-71.126,130
42.32,-71.121,1
42.378,-71.224,12
42.347,-71.089,222
42.256,-71.114,5
42.346000000000004,-71.042,347
42.374,-71.051,30
42.387,-71.10000000000001,74
42.361000000000004,-71.07900000000001,6058
42.35,-71.049,452
42.351,-71.041,33
42.365,-71.06,560
42.707,-71.171,1
42.428000000000004,-71.016,22
42.35,-71.104,329
42.465,-70.924,8
42.444,-71.14,2
42.378,-71.105,1
42.273,-71.109,700
42.391,-71.142,17
42.274,-71.109,453
42.369,-71.124,137
42.619,-71.296,3
42.352000000000004,-71.107,5
42.332,-71.114,638
42.467,-71.147,1
42.347,-71.093,1399
42.348,-71.113,16
42.359,-71.181,57
42.342,-71.06,62
42.364000000000004,-71.075,62
42.381,-71.081,11
42.259,-71.101,3
42.303000000000004,-71.092,34
42.351,-71.083,755
42.295,-71.093,4
42.279,-71.05,581
42.434,-71.046,63
42.455,-71.066,14
42.296,-71.107,67
42.336,-71.242,9
42.564,-71.20100000000001,2
42.472,-71.101,1
42.352000000000004,-71.132,75
42.373,-71.115,47
42.422000000000004,-71.181,32
42.362,-71.072,1834
42.938,-71.345,1
42.356,-71.07600000000001,9575
42.274,-71.11,426
42.403,-71.14,31
42.331,-71.13,10
42.328,-71.142,20
42.373,-71.072,11
42.342,-71.313,15
42.474000000000004,-70.922,2
42.355000000000004,-71.075,1617
42.355000000000004,-71.152,27
42.32,-71.043,36
42.263,-71.138,9
42.296,-71.12,1
42.35,-71.145,5
42.346000000000004,-71.066,122
42.325,-71.098,2
42.339,-71.231,14
42.34,-71.13,82
42.292,-71.13,85
42.347,-71.068,96
42.476,-71.151,3
42.369,-71.153,13
42.349000000000004,-71.162,31
42.277,-71.053,7
42.609,-71.288,2
42.341,-71.271,10
42.349000000000004,-71.115,24
42.922000000000004,-71.33500000000001,1
42.323,-71.348,4
42.326,-71.259,41
42.257,-71.273,1
42.501,-71.136,1
42.347,-71.106,38
42.361000000000004,-71.111,14
42.365,-71.14,152
42.317,-71.035,1
42.44,-71.145,3
42.397,-71.123,79
42.384,-71.117,1
42.373,-71.095,66
42.338,-71.287,39
42.393,-71.131,45
42.43,-71.02,9
42.362,-71.052,971
42.338,-71.268,44
42.342,-71.07300000000001,6
42.480000000000004,-70.878,1
42.385,-71.078,30
42.623,-71.302,4
42.381,-71.071,219
42.346000000000004,-71.072,2
42.264,-71.139,2
42.342,-71.309,3
42.261,-71.141,13
42.33,-71.089,17
42.289,-71.106,81
42.363,-71.11,40
42.286,-71.383,1
42.543,-71.172,1
42.407000000000004,-71.055,10
42.336,-71.319,2
42.361000000000004,-71.059,3814
42.39,-71.07000000000001,4
42.455,-71.049,12
42.376,-71.21900000000001,1
42.354,-71.145,20
42.368,-71.124,2353
42.32,-71.102,29
42.53,-71.159,3
42.278,-71.053,536
42.262,-71.098,407
42.25,-71.122,516
42.335,-71.032,109
42.302,-71.125,1030
42.299,-71.089,1
42.363,-71.09400000000001,94
42.336,-71.184,11
42.282000000000004,-71.099,2
42.294000000000004,-71.115,356
42.456,-70.973,17
42.374,-71.058,77
42.379,-71.09100000000001,28
42.297000000000004,-71.081,707
42.393,-71.047,1
42.385,-71.132,8
42.297000000000004,-71.099,916
42.354,-71.135,69
42.368,-71.127,9
42.382,-71.075,19
42.34,-71.279,18
42.378,-71.069,216
42.368,-71.108,43
42.578,-71.112,1
42.358000000000004,-71.069,228
42.309,-71.106,62
42.261,-71.255,3
42.374,-71.055,306
42.52,-71.147,3
42.273,-71.062,439
42.28,-71.071,621
42.334,-71.106,6
42.565,-71.20400000000001,1
42.382,-71.099,53
42.352000000000004,-71.047,616
42.276,-71.144,705
42.37,-71.115,50
42.46,-70.932,16
42.337,-71.041,29
42.362,-71.065,1207
42.33,-71.196,32
42.371,-71.083,154
42.458,-71.14,3
42.314,-71.048,44
42.367000000000004,-71.07000000000001,2773
42.422000000000004,-71.171,6
42.344,-71.111,89
42.272,-71.093,9
42.406,-71.065,59
42.326,-71.209,3
42.341,-71.051,5
42.304,-71.123,12
42.993,-71.381,1
42.424,-71.066,55
42.326,-71.232,36
42.347,-71.046,341
42.282000000000004,-71.10000000000001,640
42.374,-71.149,9
42.333,-71.107,23
42.343,-71.026,22
42.263,-71.238,2
42.358000000000004,-71.17,51
42.352000000000004,-71.08800000000001,8479
42.341,-71.081,144
42.336,-71.048,82
42.345,-71.092,9
42.369,-71.108,19
42.468,-71.148,1
42.273,-71.078,7
42.38,-71.07000000000001,155
42.638,-71.31400000000001,12
42.335,-71.046,79
42.329,-71.20700000000001,8
42.296,-71.202,2
42.279,-71.046,251
42.349000000000004,-71.113,1
42.359,-71.18,52
42.351,-71.048,160
42.333,-71.245,4
42.337,-71.178,4
42.426,-71.103,1
42.292,-71.048,3
42.352000000000004,-71.077,2335
42.292,-71.081,3
42.341,-71.071,55
42.76,-71.214,1
42.300000000000004,-71.124,7
42.323,-71.119,915
42.402,-71.114,1
42.588,-71.256,2
42.355000000000004,-71.058,1140
42.366,-71.126,2
42.293,-71.112,7
42.403,-71.06,5
42.512,-71.142,2
42.344,-71.035,726
42.351,-71.108,3427
42.325,-71.08800000000001,4
42.378,-71.09100000000001,23
42.34,-71.112,18
42.348,-71.078,327
42.345,-71.109,386
42.342,-71.045,14
42.353,-71.125,25
42.336,-71.023,28
42.383,-71.11,204
42.566,-71.20700000000001,1
42.341,-71.04,71
42.378,-71.09700000000001,53
42.532000000000004,-71.159,2
42.369,-71.06700000000001,722
42.38,-71.09100000000001,30
42.357,-71.061,6763
42.366,-71.068,2636
42.243,-71.132,3
42.302,-71.127,7
42.395,-71.115,1
42.349000000000004,-71.093,2232
42.367000000000004,-71.06,873
42.295,-71.081,884
42.323,-71.211,22
42.363,-71.124,84
42.352000000000004,-71.154,27
42.338,-71.154,63
42.427,-71.103,1
42.376,-71.09700000000001,99
42.47,-71.151,2
42.365,-71.119,1055
42.354,-71.072,3502
42.562,-71.196,2
42.393,-71.134,36
42.313,-71.034,716
42.335,-71.041,53
42.439,-71.049,59
42.366,-71.06,1053
42.591,-71.28,4
42.413000000000004,-71.14,2
42.34,-71.163,19
42.505,-71.161,2
42.62,-71.298,4
42.796,-71.238,1
42.353,-71.106,738
42.35,-71.128,159
42.352000000000004,-71.112,1267
42.406,-71.149,11
42.349000000000004,-71.074,40
42.405,-71.142,26
42.344,-71.041,366
42.382,-71.098,1
42.399,-71.063,92
42.332,-71.083,19
42.353,-71.068,2208
42.345,-71.118,16
42.344,-71.104,501
42.338,-71.058,66
42.378,-71.13,10
42.39,-71.099,35
42.341,-71.313,15
42.642,-71.312,43
42.288000000000004,-71.107,12
42.414,-71.14,2
42.361000000000004,-71.08500000000001,191
42.377,-71.063,71
42.37,-71.09,41
42.357,-71.053,632
42.346000000000004,-71.074,80
42.364000000000004,-71.087,66
42.29,-71.049,157
42.297000000000004,-71.09100000000001,164
42.372,-71.06,286
42.368,-71.066,325
42.294000000000004,-71.121,9
42.259,-71.111,222
42.342,-71.084,117
42.302,-71.06,27
42.318,-71.105,20
42.292,-71.045,58
42.356,-71.056,1694
42.287,-71.212,1
42.279,-71.044,180
42.364000000000004,-71.09100000000001,52
42.26,-71.284,1
42.605000000000004,-71.286,2
42.337,-71.11,6
42.378,-71.05,13
42.485,-70.872,5
42.525,-71.103,1
42.332,-71.026,858
42.252,-71.271,2
42.302,-71.114,87
42.352000000000004,-71.153,6
42.366,-71.118,1375
42.35,-71.106,817
42.417,-71.047,13
42.356,-71.138,15
42.309,-71.105,116
42.259,-71.272,2
42.348,-71.152,2
42.231,-71.031,1
42.299,-71.118,7
42.316,-71.039,11
42.334,-71.114,3
42.298,-71.125,57
42.595,-71.282,5
42.283,-71.208,1
42.35,-71.117,90
42.273,-71.074,7
42.324,-71.263,3
42.363,-71.063,1593
42.462,-70.96000000000001,12
42.539,-71.166,2
42.399,-71.122,21
42.35,-71.169,16
42.336,-71.042,74
42.344,-71.045,25
42.351,-71.115,751
42.359,-71.052,2845
42.261,-71.264,3
42.326,-71.336,7
42.371,-71.126,28
42.4,-71.136,35
42.29,-71.133,5
42.372,-71.059,403
42.404,-71.059,8
42.329,-71.223,20
42.359,-71.066,369
42.295,-71.129,738
42.353,-71.14,175
42.364000000000004,-71.08800000000001,622
42.353,-71.151,39
42.348,-71.16,28
42.266,-71.09400000000001,579
42.404,-71.135,2
42.423,-71.041,7
42.331,-71.159,22
42.291000000000004,-71.126,4
42.323,-71.101,29
42.353,-71.062,912
42.407000000000004,-71.145,23
42.325,-71.337,11
42.341,-71.10000000000001,23
42.354,-71.127,17
42.361000000000004,-71.098,199
42.399,-71.123,76
42.528,-71.153,2
42.344,-71.078,81
42.338,-71.092,5
42.291000000000004,-71.047,278
42.566,-71.205,2
42.292,-71.129,1206
42.372,-71.092,209
42.372,-71.108,17
42.426,-71.013,5
43.177,-71.487,1
42.286,-71.039,397
42.365,-71.096,178
42.327,-71.125,31
42.37,-71.063,326
42.353,-71.059,1242
42.33,-71.202,33
42.402,-71.135,2
42.446,-71.139,2
42.337,-71.09700000000001,113
42.316,-71.105,70
42.354,-71.117,277
42.365,-71.062,2164
42.297000000000004,-71.117,51
42.317,-71.04,52
42.268,-71.227,3
42.33,-71.32900000000001,10
42.288000000000004,-71.148,421
42.466,-71.133,1
42.295,-71.108,22
42.404,-71.08200000000001,2
42.301,-71.125,692
42.311,-71.047,8
42.35,-71.171,18
42.36,-71.057,5913
42.301,-71.09,13
42.293,-71.102,97
42.385,-71.116,285
42.399,-71.11,23
42.319,-71.04,870
42.456,-71.051,19
42.29,-71.106,56
42.393,-71.118,75
42.305,-71.283,10
42.421,-71.165,24
42.306,-71.125,24
42.347,-71.074,321
42.359,-71.06400000000001,431
42.522,-71.104,1
42.261,-71.287,2
42.381,-71.084,1
42.341,-71.123,282
42.58,-71.238,3
42.36,-71.07600000000001,50
42.349000000000004,-71.086,1251
42.515,-71.144,3
42.376,-71.161,18
42.321,-71.116,62
42.358000000000004,-71.165,21
42.337,-71.029,5
42.463,-71.145,4
42.27,-71.098,278
42.45,-71.231,73
42.431,-71.046,53
42.43,-71.046,42
42.498,-71.157,3
42.33,-71.036,194
42.367000000000004,-71.116,10
42.42,-71.132,2
42.326,-71.233,3
42.552,-71.105,1
42.375,-71.145,14
42.448,-71.229,20
42.32,-71.113,9
42.255,-71.139,508
42.357,-71.164,32
42.331,-71.147,30
42.328,-71.057,24
42.396,-71.109,3
42.291000000000004,-71.077,816
42.399,-71.111,31
42.294000000000004,-71.132,326
42.277,-71.046,113
42.397,-71.106,25
42.536,-71.162,1
43.007,-71.396,1
42.339,-71.081,268
42.287,-71.122,4
42.353,-71.161,12
42.332,-71.021,32
42.291000000000004,-71.123,57
42.359,-71.128,41
42.279,-71.034,7
42.35,-71.147,43
42.258,-71.273,4
42.33,-71.09,16
42.480000000000004,-71.127,1
42.542,-71.165,1
42.367000000000004,-71.149,69
42.354,-71.078,2273
42.31,-71.123,1024
42.372,-71.052,90
42.282000000000004,-71.128,18
42.34,-71.129,175
42.449,-71.047,78
42.305,-71.047,504
42.645,-71.134,1
42.296,-71.106,838
42.375,-71.103,702
42.374,-71.132,186
42.361000000000004,-71.152,26
42.404,-71.147,27
42.324,-71.261,2
42.359,-71.162,35
42.371,-71.134,356
42.364000000000004,-71.138,89
42.248,-71.139,446
42.362,-71.137,63
42.321,-71.057,27
42.335,-71.19500000000001,13
42.27,-71.099,473
42.505,-71.16,1
42.392,-71.121,221
42.331,-71.028,12
42.292,-71.05,2
42.341,-71.093,30
42.366,-71.07600000000001,465
42.251,-71.139,9
42.352000000000004,-71.152,40
42.366,-71.075,2653
42.385,-71.142,28
42.294000000000004,-71.048,1025
42.395,-71.121,474
42.421,-71.044,2
42.575,-71.228,1
42.313,-71.274,25
42.297000000000004,-71.20700000000001,1
42.367000000000004,-71.057,876
42.348,-71.096,915
42.685,-71.156,1
42.341,-71.046,19
42.332,-71.181,22
42.285000000000004,-71.056,1
42.375,-71.086,42
42.333,-71.083,54
42.351,-71.11,3002
42.328,-71.252,36
42.363,-71.119,1096
42.26,-71.139,223
42.462,-70.94800000000001,11
42.431,-70.998,3
42.586,-71.116,1
42.358000000000004,-71.049,112
42.387,-71.118,214
42.299,-71.053,2
42.459,-71.055,6
42.495,-71.101,1
42.285000000000004,-71.102,7
42.247,-71.137,152
42.45,-70.979,9
42.395,-71.123,115
42.296,-71.08200000000001,3
42.461,-70.93,13
42.331,-71.212,23
42.443,-71.141,6
42.354,-71.054,787
42.351,-71.152,24
42.336,-71.19,20
42.362,-71.117,466
42.341,-71.068,5
42.388,-71.117,168
42.394,-71.103,19
42.369,-71.095,39
42.387,-71.096,37
42.515,-71.104,1
42.328,-71.227,11
42.564,-71.199,1
42.352000000000004,-71.055,1012
42.363,-71.111,18
42.271,-71.106,423
42.254,-71.118,5
42.459,-71.047,4
43.188,-71.502,1
42.327,-71.084,50
42.318,-71.043,4
42.439,-71.146,8
42.363,-71.069,73
42.368,-71.075,1221
42.294000000000004,-71.08,1219
42.396,-71.12,79
42.484,-71.13,1
42.363,-71.133,38
42.36,-71.084,2590
42.294000000000004,-71.137,387
42.43,-71.023,4
42.573,-71.111,1
42.359,-71.174,2
42.349000000000004,-71.084,385
42.35,-71.10000000000001,1936
42.312,-71.275,28
42.343,-71.043,42
42.363,-71.148,59
42.326,-71.358,3
42.302,-71.121,1179
42.351,-71.081,1903
42.33,-71.208,17
42.394,-71.107,1
42.337,-71.046,41
42.384,-71.13,3
42.359,-71.164,23
42.298,-71.103,830
42.301,-71.121,1541
42.285000000000004,-71.043,4
42.413000000000004,-71.05,15
42.441,-71.069,4
42.341,-71.152,1
42.297000000000004,-71.127,6
42.306,-71.282,13
42.29,-71.05,2
42.374,-71.09,9
42.316,-71.106,24
42.337,-71.048,11
42.312,-71.035,992
42.352000000000004,-71.042,6
42.419000000000004,-71.045,12
42.286,-71.145,29
42.542,-71.166,4
42.337,-71.098,51
42.335,-71.054,1
42.459,-70.94500000000001,5
42.338,-71.214,7
42.358000000000004,-71.063,4119
42.361000000000004,-71.083,337
42.386,-71.081,30
42.37,-71.061,1560
42.365,-71.087,51
42.379,-71.068,2
42.325,-71.357,32
42.273,-71.077,5
42.375,-71.089,11
42.332,-71.123,1
42.337,-71.144,141
42.344,-71.059,3
42.44,-71.049,45
42.326,-71.065,68
42.35,-71.078,1829
42.365,-71.108,27
42.363,-71.137,20
42.344,-71.054,29
42.343,-71.07000000000001,49
42.248,-71.271,1
42.265,-71.137,4
42.288000000000004,-71.123,6
42.338,-71.045,39
42.321,-71.115,63
42.312,-71.21000000000001,2
42.295,-71.096,1115
42.351,-71.047,137
42.374,-71.065,21
42.341,-71.3,7
42.366,-71.104,3
42.287,-71.119,3
42.253,-71.04,1
42.274,-71.059,213
42.414,-71.153,39
42.383,-71.092,68
42.461,-70.967,10
42.426,-71.062,19
42.313,-71.106,271
42.296,-71.093,934
42.349000000000004,-71.045,190
42.429,-71.062,4
42.303000000000004,-71.121,558
42.27,-71.087,7
42.376,-71.104,513
42.331,-71.205,32
42.281,-71.044,85
42.337,-71.114,1
42.343,-71.309,10
42.417,-71.157,2
42.335,-71.244,5
42.28,-71.046,60
42.329,-71.04,396
42.351,-71.089,1587
42.265,-71.299,1
42.487,-70.867,9
42.387,-71.089,3
42.325,-71.115,1
42.324,-71.083,9
42.35,-71.119,44
42.384,-71.113,199
42.375,-71.065,541
42.287,-71.107,675
42.447,-71.068,8
42.407000000000004,-71.066,9
42.491,-70.864,6
42.536,-71.106,2
42.269,-71.08800000000001,6
42.353,-71.116,2787
42.24,-71.028,2
42.375,-71.155,14
42.425000000000004,-71.04,7
42.422000000000004,-71.17,27
42.337,-71.08500000000001,29
42.298,-71.099,23
42.408,-71.118,2
42.444,-71.139,6
42.447,-71.105,1
42.362,-71.138,26
42.361000000000004,-71.058,10282
42.333,-71.172,26
42.449,-71.231,54
42.632,-71.313,7
42.248,-71.138,28
42.537,-71.105,1
42.261,-71.271,3
42.344,-71.058,54
42.33,-71.114,80
42.287,-71.12,7
42.442,-71.068,2
42.357,-71.056,805
42.359,-71.058,14258
42.399,-71.118,1
42.38,-71.108,176
42.337,-71.051,72
42.395,-71.103,25
42.336,-71.053,2
42.504,-71.16,3
42.288000000000004,-71.136,6
42.36,-71.154,27
42.334,-71.074,6
42.304,-71.121,7
42.601,-71.284,1
42.248,-71.273,1
42.378,-71.09,5
42.273,-71.08,7
42.408,-71.146,24
42.324,-71.124,20
42.366,-71.116,196
42.323,-71.09,11
42.369,-71.117,22
42.315,-71.039,124
42.409,-71.08500000000001,1
42.263,-71.08,8
42.341,-71.151,27
42.39,-71.107,6
42.335,-71.121,21
42.335,-71.028,110
42.36,-71.171,3
42.336,-71.099,59
42.347,-71.101,449
42.375,-71.066,97
42.35,-71.129,171
42.445,-71.142,1
42.338,-71.087,4
42.401,-71.113,1
42.533,-71.159,1
42.362,-71.118,2889
42.35,-71.166,27
42.375,-71.131,21
42.378,-71.14,20
42.323,-71.05,3
42.351,-71.07600000000001,1268
42.286,-71.04,388
42.342,-71.083,9
42.303000000000004,-71.102,5
42.427,-71.06700000000001,9
42.443,-71.068,8
42.297000000000004,-71.104,1058
42.244,-71.127,514
42.315,-71.042,14
42.328,-71.24,2
42.293,-71.22,1
42.424,-71.173,49
42.276,-71.069,1
42.349000000000004,-71.141,15
42.405,-71.058,10
42.567,-71.209,2
42.395,-71.052,1
42.357,-71.129,97
42.318,-71.037,429
42.449,-71.139,6
42.288000000000004,-71.106,7
42.271,-71.074,677
42.371,-71.08500000000001,189
42.358000000000004,-71.08800000000001,3303
42.561,-71.19200000000001,1
42.291000000000004,-71.148,355
42.377,-71.131,30
42.333,-71.041,6
42.394,-71.112,30
42.366,-71.137,47
42.362,-71.151,9
42.475,-70.889,1
42.38,-71.11,297
42.441,-71.05,56
42.300000000000004,-71.056,1
42.337,-71.242,3
42.354,-71.056,331
42.277,-71.205,1
42.331,-71.122,2
42.295,-71.072,3
42.461,-71.143,1
42.341,-71.11,156
42.291000000000004,-71.07900000000001,187
42.365,-71.061,1933
42.351,-71.144,39
42.371,-71.19800000000001,22
42.287,-71.042,2
42.377,-71.08800000000001,20
42.355000000000004,-71.181,3
42.315,-71.099,5
42.302,-71.087,47
42.293,-71.096,4
42.33,-71.084,65
42.271,-71.14,21
42.292,-71.131,4
42.442,-71.049,65
42.385,-71.119,10
42.373,-71.083,6
42.357,-71.055,518
42.355000000000004,-71.052,1969
42.317,-71.043,4
42.397,-71.119,5
42.37,-71.074,18
42.499,-71.157,2
42.342,-71.12,333
42.431,-71.145,2
42.338,-71.015,240
42.356,-71.093,4002
42.305,-71.048,363
42.358000000000004,-71.172,52
42.332,-71.133,24
42.493,-71.156,1
42.298,-71.058,27
42.371,-71.13,8
42.38,-71.07300000000001,12
42.405,-71.143,17
42.294000000000004,-71.22,3
42.342,-71.122,205
42.355000000000004,-71.14,46
42.463,-70.955,12
42.367000000000004,-71.136,38
42.289,-71.046,265
42.485,-71.131,2
42.326,-71.127,19
42.361000000000004,-71.131,41
42.296,-71.119,5
42.403,-71.06400000000001,36
42.337,-71.058,49
42.488,-71.101,1
42.318,-71.267,12
42.683,-71.153,1
42.254,-71.04,1
42.362,-71.168,40
42.361000000000004,-71.15,73
42.371,-71.098,526
42.32,-71.041,913
42.466,-70.923,11
42.27,-71.086,7
42.397,-71.115,22
42.307,-71.28,20
42.402,-71.119,3
42.235,-71.127,364
42.377,-71.071,26
42.354,-71.142,97
42.361000000000004,-71.182,34
42.349000000000004,-71.098,992
42.344,-71.033,771
42.347,-71.033,4
42.334,-71.092,86
42.31,-71.039,732
42.428000000000004,-71.141,1
42.261,-71.254,4
42.377,-71.06400000000001,19
42.338,-71.083,52
42.375,-71.123,11
42.458,-70.971,16
42.343,-71.032,24
42.378,-71.068,170
42.329,-71.266,22
42.47,-71.13,1
42.369,-71.072,541
42.356,-71.148,9
42.336,-71.103,1
42.36,-71.181,16
42.338,-71.142,33
42.37,-71.108,343
42.395,-71.119,46
42.247,-71.275,1
42.28,-71.047,118
42.362,-71.058,1774
42.395,-71.11,16
42.33,-71.19,12
42.344,-71.116,35
42.334,-71.08200000000001,2
42.456,-71.052,20
42.327,-71.261,22
42.345,-71.08200000000001,187
42.336,-71.122,16
42.423,-71.08800000000001,1
42.36,-71.07300000000001,21498
42.387,-71.083,29
42.379,-71.06400000000001,2
42.368,-71.07000000000001,640
42.262,-71.245,2
42.369,-71.129,8
42.304,-71.125,16
42.425000000000004,-71.013,11
42.286,-71.134,35
42.295,-71.127,9
42.356,-71.115,865
42.336,-71.136,92
42.328,-71.099,1
42.339,-71.098,11
42.331,-71.116,20
42.37,-71.081,35
42.356,-71.133,54
42.660000000000004,-71.144,1
42.358000000000004,-71.146,14
42.264,-71.096,575
42.469,-71.149,3
42.306,-71.109,3
42.373,-71.056,132
42.329,-71.037,746
42.346000000000004,-71.109,86
42.353,-71.051,286
42.343,-71.054,71
42.396,-71.124,2
43.031,-71.412,1
42.343,-71.144,88
42.362,-71.056,3102
42.494,-71.156,3
42.376,-71.118,21
42.291000000000004,-71.132,6
42.339,-71.292,38
42.386,-71.108,14
42.373,-71.09700000000001,121
42.489000000000004,-70.866,17
42.375,-71.06400000000001,148
42.332,-71.08200000000001,111
42.295,-71.117,98
42.334,-71.042,10
42.371,-71.122,149
42.343,-71.035,37
42.461,-70.947,21
42.349000000000004,-71.059,29
42.363,-71.065,74
42.37,-71.132,54
42.314,-71.122,12
42.319,-71.115,39
42.382,-71.092,6
42.343,-71.038,1861
42.391,-71.105,1
42.298,-71.116,871
42.303000000000004,-71.127,4
42.328,-71.20700000000001,35
42.535000000000004,-71.16,3
42.255,-71.138,2
42.394,-71.056,2
42.366,-71.09400000000001,491
42.353,-71.084,3766
42.437,-70.993,10
42.300000000000004,-71.117,443
42.372,-71.09700000000001,1
42.37,-71.125,119
42.349000000000004,-71.06400000000001,106
42.368,-71.063,5
42.345,-71.052,18
42.252,-71.289,2
42.452,-71.137,6
42.28,-71.106,475
42.46,-71.141,4
42.459,-70.97,10
42.293,-71.101,92
42.298,-71.089,735
42.398,-71.132,54
42.268,-71.226,1
42.368,-71.086,38
42.363,-71.06700000000001,554
42.467,-70.907,13
42.342,-71.038,149
42.322,-71.083,18
42.273,-71.14,43
42.319,-71.08200000000001,22
42.274,-71.071,437
42.36,-71.08500000000001,374
42.336,-71.034,72
42.401,-71.12,9
42.434,-71.147,4
42.300000000000004,-71.127,3
42.421,-71.134,2
42.371,-71.087,104
42.376,-71.069,20
42.331,-71.09100000000001,13
42.344,-71.072,56
42.33,-71.22,18
42.35,-71.09100000000001,1465
42.392,-71.105,1
42.349000000000004,-71.10000000000001,1237
42.452,-71.06700000000001,8
42.268,-71.211,1
42.374,-71.133,75
42.316,-71.123,6
42.265,-71.297,2
42.263,-71.291,1
42.38,-71.087,1
42.361000000000004,-71.136,83
42.453,-71.051,69
42.277,-71.095,8
42.353,-71.16,28
42.423,-71.182,1
42.336,-71.19200000000001,21
42.318,-71.111,15
42.33,-71.017,37
42.26,-71.271,4
42.37,-71.111,145
42.355000000000004,-71.053,1165
42.351,-71.069,137
42.27,-71.074,734
42.37,-71.19500000000001,25
42.292,-71.126,799
42.393,-71.136,42
42.345,-71.09100000000001,94
42.331,-71.128,22
42.358000000000004,-71.134,34
42.306,-71.047,934
42.354,-71.069,6213
42.566,-71.206,1
42.332,-71.148,6
42.279,-71.07000000000001,329
42.376,-71.06,91
42.368,-71.122,431
42.285000000000004,-71.147,11
42.332,-71.145,11
42.328,-71.253,18
42.367000000000004,-71.09700000000001,88
42.367000000000004,-71.127,6
42.335,-71.03,147
42.363,-71.134,36
42.368,-71.065,31
42.324,-71.346,28
42.342,-71.104,162
42.301,-71.126,1512
42.303000000000004,-71.119,4
42.289,-71.042,241
42.276,-71.056,209
42.349000000000004,-71.052,17
42.347,-71.102,761
42.359,-71.114,42
42.368,-71.111,42
42.338,-71.172,20
42.346000000000004,-71.06700000000001,128
42.428000000000004,-71.059,56
42.28,-71.145,399
42.25,-71.267,3
42.373,-71.087,32
42.361000000000004,-71.069,11434
42.363,-71.055,2158
42.345,-71.058,47
42.363,-71.08,49
42.339,-71.071,3
42.376,-71.087,31
42.289,-71.06700000000001,9
42.355000000000004,-71.047,1069
42.377,-71.11,19
42.337,-71.05,117
42.388,-71.11,11
42.361000000000004,-71.148,84
42.643,-71.311,3
42.34,-71.166,16
42.285000000000004,-71.129,24
42.418,-71.142,3
42.396,-71.062,3
42.454,-70.97500000000001,12
42.300000000000004,-71.083,600
42.309,-71.123,1383
42.335,-71.104,31
42.300000000000004,-71.105,868
42.372,-71.08,60
42.342,-71.081,6
42.323,-71.349,21
42.314,-71.044,538
42.357,-71.148,284
42.523,-71.149,1
42.449,-71.048,1
42.262,-71.271,2
42.334,-71.107,17
42.297000000000004,-71.051,17
42.362,-71.077,56
42.34,-71.072,101
42.616,-71.29,2
42.331,-71.066,7
42.276,-71.03,8
42.324,-71.262,20
42.343,-71.037,173
42.456,-71.139,7
42.34,-71.281,19
42.369,-71.119,311
42.369,-71.104,77
42.357,-71.069,38
42.332,-71.20400000000001,23
42.300000000000004,-71.115,607
42.334,-71.055,16
42.336,-71.074,13
42.375,-71.143,14
42.389,-71.117,301
42.397,-71.139,2
42.375,-71.118,33
42.343,-71.075,67
42.313,-71.058,21
42.407000000000004,-71.144,3
42.363,-71.06,2277
42.379,-71.14,24
42.303000000000004,-71.126,19
42.329,-71.265,5
42.58,-71.237,1
42.347,-71.081,52
42.349000000000004,-71.14,44
42.445,-71.048,17
42.344,-71.065,35
42.367000000000004,-71.15,27
42.315,-71.034,952
42.267,-71.223,1
42.381,-71.07300000000001,46
42.378,-71.052,8
42.794000000000004,-71.237,1
42.467,-71.101,1
42.334,-71.119,7
42.292,-71.123,21
42.284,-71.104,132
42.339,-71.101,17
42.332,-71.092,5
42.362,-71.057,3789
42.341,-71.052,3
42.339,-71.16,4
42.319,-71.265,13
42.328,-71.058,9
42.306,-71.123,3
42.392,-71.111,30
42.354,-71.046,225
42.589,-71.261,2
42.394,-71.055,4
42.356,-71.095,956
42.322,-71.044,852
42.32,-71.12,12
42.314,-71.124,582
42.367000000000004,-71.058,1456
43.051,-71.438,1
42.343,-71.069,161
42.249,-71.123,687
42.352000000000004,-71.121,49
42.379,-71.065,26
42.467,-70.906,13
42.279,-71.127,61
42.285000000000004,-71.042,25
42.339,-71.134,217
