BP_LOC_ID,LATITUDE,LONGITUDE,COUNT_ID,MUNICIPALITY,FACILITY_NAME,CNT_LOC_DESCRIPTION,STREET_1,STREET_2,STREET_3,STREET_4,STREET_5,STREET_6,CNT_DESCRIPTION,TEMPERATURE,SKY,FACILITY_TYPE,COUNT_TYPE,FROM_ST_NAME,FROM_ST_DIR,TO_ST_NAME,TO_ST_DIR,COUNT_DATE,COUNT_DOW,CNT_0630,CNT_0645,CNT_0700,CNT_0715,CNT_0730,CNT_0745,CNT_0800,CNT_0815,CNT_0830,CNT_0845,CNT_0900,CNT_0915,CNT_0930,CNT_0945,CNT_1000,CNT_1015,CNT_1030,CNT_1045,CNT_1100,CNT_1115,CNT_1130,CNT_1145,CNT_1200,CNT_1215,CNT_1230,CNT_1245,CNT_1300,CNT_1315,CNT_1330,CNT_1345,CNT_1400,CNT_1415,CNT_1430,CNT_1445,CNT_1500,CNT_1515,CNT_1530,CNT_1545,CNT_1600,CNT_1615,CNT_1630,CNT_1645,CNT_1700,CNT_1715,CNT_1730,CNT_1745,CNT_1800,CNT_1815,CNT_1830,CNT_1845,CNT_1900,CNT_1915,CNT_1930,CNT_1945,CNT_2000,CNT_2015,CNT_2030,CNT_2045,CNT_TOTAL
20097,42.34926427,-71.08869743,7037,Boston,,MASSACHUSETTS AVE & COMMONWEALTH AVE,Mass Ave.,Comm Ave.,,,,,,51,1,Street Intersection,B,Mass Ave,SB,Comm Ave ,WB,5/5/1976,W,,,,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20097,42.34926427,-71.08869743,7037,Boston,,MASSACHUSETTS AVE & COMMONWEALTH AVE,Mass Ave.,Comm Ave.,,,,,,51,1,Street Intersection,B,Mass Ave,SB,Mass Ave,SB,5/5/1976,W,,,,,4,7,5,7,6,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Birm Pkwy.,NB,Dr. P.D. White Path,NB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,2,0,0,0,1,,,,,,,,,,,,,6
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Birm Pkwy.,NB,Arsenal St.,WB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,0,2,1,4,0,,,,,,,,,,,,,11
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Birm Pkwy.,NB,Western Ave ,EB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,1,3,0,2,2,0,1,,,,,,,,,,,,,14
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Arsenal St.,EB,Birm Pkwy.,SB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,2,1,3,1,0,0,1,,,,,,,,,,,,,10
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Arsenal St.,EB,Western Ave ,EB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,0,1,0,1,1,,,,,,,,,,,,,6
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Arsenal St.,EB,Dr. P.D. White Path,NB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,5
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Western Ave,WB,Birm Pkwy.,SB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,2,0,2,2,3,,,,,,,,,,,,,12
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Western Ave,WB,Arsenal St.,WB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,0,1,0,0,4,1,2,,,,,,,,,,,,,13
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Dr. P.D. White Path,SB,Western Ave ,EB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,1
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Dr. P.D. White Path,SB,Arsenal St.,WB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
20091,42.36160858,-71.14669246,7038,Boston,,DR. P. D. WHITE PATH / BIRMINGHAM PKWY / WESTERN AVE,Birmingham Pkwy.,Dr. P.D. White Path,Western Ave.,Arsenal St.,,,,51,1,Trail Intersection,B,Dr. P.D. White Path,SB,Birm Pkwy.,SB,5/5/1976,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,4
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Cambridge St.,WB,New Chardon St.,NB,5/5/1976,W,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Cambridge St.,WB,Cambridge St.,WB,5/5/1976,W,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Cambridge St.,WB,Bowdoin St.,SB,5/5/1976,W,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Bowdoin St. ,NB,Cambridge St.,EB,5/5/1976,W,,,,,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,illegal,51,1,Street Intersection,B,Bowdoin St. ,NB,New Chardon St.,NB,5/5/1976,W,,,,,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Bowdoin St. ,NB,Cambridge St.,WB,5/5/1976,W,,,,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Cambridge St.,EB,Bowdoin St.,SB,5/5/1976,W,,,,,0,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,Cambridge St.,EB,Cambridge St.,EB,5/5/1976,W,,,,,3,5,6,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,illegal,51,1,Street Intersection,B,Cambridge St.,EB,New Chardon St.,NB,5/5/1976,W,,,,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,New Chardon St.,SB,Cambridge St.,WB,5/5/1976,W,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,New Chardon St.,SB,Bowdoin St.,SB,5/5/1976,W,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
20098,42.36130166,-71.06283416,7039,Boston,,CAMBRIDGE ST / BOWDOIN ST / NEW CHARDON ST,Cambridge St.,New Chardon St.,Bowdoin St.,,,,,51,1,Street Intersection,B,New Chardon St.,SB,Cambridge St.,EB,5/5/1976,W,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,illegal,60,-99,Street Intersection,B,Dartmouth St.,NB,Dartmouth St.,NB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,,,,,,,,,,,,,,,17
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,,60,-99,Street Intersection,B,Dartmouth St.,NB,Comm Ave,WB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,,,,,,,,,,,,,,,6
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,,60,-99,Street Intersection,B,Dartmouth St.,NB,Comm Ave,EB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,1
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,illegal,60,-99,Street Intersection,B,Comm Ave,EB,Dartmouth St.,SB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,,60,-99,Street Intersection,B,Comm Ave,EB,Comm Ave,EB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,0,,,,,,,,,,,,,,,10
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,illegal,60,-99,Street Intersection,B,Comm Ave,EB,Dartmouth St.,NB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,illegal,60,-99,Street Intersection,B,Comm Ave,WB,Dartmouth St.,SB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,1
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,,60,-99,Street Intersection,B,Comm Ave,WB,Comm Ave,WB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,8,,,,,,,,,,,,,,,22
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,illegal,60,-99,Street Intersection,B,Comm Ave,WB,Dartmouth St.,NB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,,,,,,3
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,,60,-99,Street Intersection,B,Dartmouth St.,SB,Comm Ave,EB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,1
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,,60,-99,Street Intersection,B,Dartmouth St.,SB,Comm Ave,WB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,0
20099,42.35205592,-71.07831938,7049,Boston,,COMMONWEALTH AVE & DARTMOUTH ST,Comm Ave.,Dartmouth St.,,,,,illegal,60,-99,Street Intersection,B,Dartmouth St.,SB,Dartmouth St.,SB,5/27/1976,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,2
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St. ,Heath St.,,,,,79,-99,Street Intersection,B,Columbus Ave,SB,Columbus Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,,,,,,,,,,,,,5
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Columbus Ave,SB,Centre St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,4,1,,,,,,,,,,,,,8
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,EB,Columbus Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,EB,Centre St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,EB,Centre St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,EB,Columbus Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,6
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,WB,Columbus Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,WB,Centre St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,WB,Centre St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,1
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Centre St.,WB,Columbus Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,3
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Heath St.,EB,Columbus Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,,,,,,,,,,,,,3
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Heath St.,EB,Centre St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,1
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Heath St.,EB,Columbus Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,,,,,,,,,,,,,3
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Heath St.,EB,Centre St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,,,,,,,,,,,,,4
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Columbus Ave,NB,Centre St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,,,,,,,,,,,,,4
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Columbus Ave,NB,Heath St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,,,,,,,,,,,,,5
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Columbus Ave,NB,Columbus Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,0,,,,,,,,,,,,,9
10970,42.32490769,-71.09827157,7052,Boston,,COLUMBUS AVE / CENTRE ST / HEATH ST,Columbus Ave.,Centre St.,Heath St.,,,,,79,-99,Street Intersection,B,Columbus Ave,NB,Centre St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,,,,,,,,,,,,,3
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Dorchester Ave,SB,Dorchester Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Dorchester Ave,SB,Summer St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,,,,,,,,,,,,,2
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Dorchester Ave,SB,Summer St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,,,,,,,,,,1
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Summer St.,WB,Dorchester Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,,,,,,,,,,,,,,,2
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Summer St.,WB,Summer St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,4,2,,,,,,,,,,,,,,,14
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Summer St.,WB,Dorchester Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Summer St.,EB,Dorchester Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,1
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Summer St.,EB,Summer St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,,,,,,,,,,,,,,,2
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Summer St.,EB,Dorchester Ave,SB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Dorchester Ave,NB,Summer St.,WB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,1
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Dorchester Ave,NB,Summer St.,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0
20149,42.35143149,-71.05284812,7053,Boston,South Station,SOUTH STATION - DORCHESTER AVE / SUMMER STREET,Dorchester Ave.,Summer St.,,,,,,79,-99,Street Intersection,B,Dorchester Ave,NB,Dorchester Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0
20102,42.34354044,-71.05722561,7054,Boston,Broadway Station,BROADWAY STATION - DORCHESTER AVE & WEST BROADWAY,Dorchester Ave.,West Broadway,,,,,,79,-99,Street Intersection,B,West Broadway,EB,West Broadway,EB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,1
20102,42.34354044,-71.05722561,7054,Boston,Broadway Station,BROADWAY STATION - DORCHESTER AVE & WEST BROADWAY,Dorchester Ave.,West Broadway,,,,,,79,-99,Street Intersection,B,West Broadway,EB,Dorchester Ave,NB,6/21/1976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,0
